concordances	Lemma form	Annotations	
 robot 2 febbraio 2004 11.38 Il cervello < prende >  pesci  anche nel sonno Lunghe ore trascorse 	prendere pesci	0	
a perpetrarsi. Il tal caso chiederemo di < prendere >  visione  anche dei formulari di scarico  	prendere visione	1	
del convegno, che è certamente servito a < prendere >  coscienza  del cammino da compiere nella 	prendere coscienza	1	
fantastica dove le sue geometrie di colore < prendono >  forma  per creare un universo onirico. I 	prendere forma	1	
perché il governo italiano " rifiutava di < prendere >  impegni  ufficiali precisi in previsione 	prendere impegni	1	
ed un affetto inimmaginabili, per essersi < presi >  cura  di me, per essere riusciti a stringermi 	prendere cura	1	
Constellation " (" Monitoraggio Disastri "), a cui < prenderanno >  parte  anche Algeria, Cina, Turchia e Gran 	prendere parte	1	
 che ci sono state alcune variazioni; ho < preso >  informazioni  al merito da Maria Isola ( 	prendere informazioni	0	
ancora più effficiente. I nuovi 63 tutor < prenderanno >  servizio  già a settembre al termine di  	prendere servizio	1	
della popular music contemporanea  non ha < preso >  parte  neppure alla serie di concerti organizzati 	prendere parte	1	
 Camere saranno definite. La Commissione < prende >  atto  . La seduta termina alle 14.40 SEDE 	prendere atto	1	
 erario. Il secondo emendamento, invece, < preso >  atto  dell' importanza dell' introduzione 	prendere atto	1	
aiuta nell' organizzazione del lavoro può < prendere >  nota  delle idee che si sono mostrate più 	prendere nota	1	
considerazioni svolge sull? emendamento 5.23 e, pur < prendendo >  atto  dell? avviso favorevole del Governo 	prendere atto	1	
una esigenza, necessario è che qualcuno si < prenda >  cura  dell' altro, così com' è necessario 	prendere cura	1	
invito, entro il quale l' interessato potrà < prendere >  visione  degli atti del procedimento e presentare 	prendere visione	1	
prossime elezioni vota qualcun ´ altro o < prendi >  parte  alle riunioni di chi fa il possibile 	prendere parte	1	
soprattutto alla nostra Assemblea che domani dovrà < prendere >  decisioni  molto importanti per lo sviluppo 	prendere decisioni	1	
stagionale, ma non certo nell' area fiorentina. < Preso >  atto  dei pareri negativi già espressi in 	prendere atto	1	
personale, dalla curatrice, che dagli anni'70 ha < preso >  parte  alle Messe celebrate da don Paolo 	prendere parte	1	
disciplinare L-LIN / 01. La candidata ha < preso >  parte  attivamente a progetti di rilevanza 	prendere parte	1	
 della scenografia, dell' arabesco abbia < preso >  spazio  anche nella campitura musicale dell' 	prendere spazio	1	
causa almeno 74 soldati sospettati di aver < preso >  parte  a numerosi episodi di violenza contro 	prendere parte	1	
valutazione sul merito, da parte sindacale si è < preso >  atto  positivamente di tale impostazione 	prendere atto	1	
che, il Prefetto di Roma non abbia ancora < preso >  provvedimenti  disciplinari nei confronti 	prendere provvedimenti	0	
Dadadang ", diventandone direttore musicale e < prendendo >  parte  a numerosi festival in Italia ed  	prendere parte	1	
allargata agli esperti in materia previdenziale, < prende >  atto  dello sforzo compiuto dagli Enti di 	prendere atto	1	
. In un attimo l' immagine si dissolse e < prese >  fuoco  . Nell' istante seguente la pellicola 	prendere fuoco	1	
stipate nelle prigioni con l' accusa di avere < preso >  parte  al genocidio. Solo poche decine di 	prendere parte	1	
 numerosi brani antologici. E' possibile < prendere >  visione  di interviste rilasciate da filosofi 	prendere visione	1	
creatore d' ordine nel disordine, o viceversa, < prende >  corpo  come demiurgo di un' entropia degli 	prendere corpo	1	
stessa avvertita da tutti coloro che hanno < preso >  parte  a un pacifico Fse, costretti nel  	prendere parte	1	
Lungo la strada che conduce al cuore abbiamo < preso >  direzioni  differenti, aggrovigliandoci  	prendere direzioni	0	3
Coppa del Mondo. Una curiosità: alla gara ha < preso >  parte  anche un atleta giapponese, Akira 	prendere parte	1	
e danza, chiamata Corpo sottile potrebbe < prendere >  vita  in spazi ex-ospedalieri e in un rifugio 	prendere vita	1	
per gli insegnanti di religione cattolica < prende >  spunto  da quanto contemplato nella premessa 	prendere spunto	1	
con l' ausilio di tecnici che hanno, già, < preso >  visione  di quanto esiste in gran parte  	prendere visione	1	
favorevole. Il senatore BEDIN (Mar-DL-U), pur < prendendo >  atto  della ragionevolezza delle argomentazioni 	prendere atto	1	
aggiungere diciamo alla fine delle premesse: < preso >  atto  che la Giunta Provinciale ha deciso 	prendere atto	1	
 semplice e possibile per tutti, porta a < prendere >  coscienza  di sé stessi. Questo è già l' 	prendere coscienza	1	
contro l' Afghanistan, occupare il paese e < prendere >  piede  , formalmente o informalmente, in 	prendere piede	1	
naturali eseguiti con libertà, che aiutano a < prendere >  coscienza  del proprio corpo. " Praticamente 	prendere coscienza	1	
percorsi, un qualcosa di mitico ha iniziato a < prender >  forma  e ci siamo domandati cosa fosse.  	prendere forma	1	
curriculari. IV Riunione La Commissione, < preso >  atto  che è pervenuta una rinuncia di partecipazione 	prendere atto	1	
 eseguì l' ottava sinfonia di Mahler, ho < preso >  parte  alla mistificazione della musica, 	prendere parte	1	
partito unico ma un soggetto unitario che < prendera' >  vita  dalla approvazione di questo documento 	prendere vita	1	
Portogallo, Lussemburgo e Austria. " Abbiamo < preso >  atto  della mancanza di consenso " ha detto 	prendere atto	1	
Campania e che succedera' ancora se non si < prendono >  provvedimenti  . Noi non siamo tecnici,  	prendere provvedimenti	0	
più voce in capitolo. Infine, Rinaldini ha < preso >  atto  delle proposte avanzate da più parti 	prendere atto	1	
lunghi giorni sulla terra di cui state per < prendere >  possesso  , passando il Giordano ". 48 In 	prendere possesso	0	
superdago 15/01/2003 14:58:00] Caro Attila < prendo >  spunto  da questa nuova impostazione della 	prendere spunto	1	
della Margherita consente ancora a Casini di < prender >  tempo  : « Se la presidenza della Rai andasse 	prendere tempo	1	
per il Paesaggio nella quale i convegnisti < prendono >  atto  dell' attivazione da parte del Ministero 	prendere atto	1	
domiciliare per supportare le famiglie che si < prendono >  cura  degli anziani Conferma dei progetti 	prendere cura	1	
 ... ... ma ora è arrivato il momento di < prendere >  coscienza  ... delle nostre colpe ... della 	prendere coscienza	1	
dovevano essere sedici. Se il fenomeno avesse < preso >  piede  , il governo degli Stati Uniti aveva 	prendere piede	1	
che tu lavori spesso con l' olanda hai mai < preso >  fregature  ? Grazie, ciao Melvis one gabricrisa 	prendere fregature	0	
 non ci vorrà un giorno o due. Bisognerà < prendere >  tempo  e servirà un grande comune sforzo 	prendere tempo	1	
Per adesso la tua amata anima francescana < prende >  botte  da ogni parte, e la Chiesa si orienta 	prendere botte	0	
provenienza, a convocare lo studente per < prendere >  visione  della delibera adottata dagli organi 	prendere visione	1	
 applicando, sino che di essa non si sia < preso >  atto  a livello nazionale con la rappresentatività 	prendere atto	1	
della Corte, Valerio Onida, non ha infatti < preso >  parte  all' udienza, come abitualmente succede 	prendere parte	1	
imprenditori agricoli e gli enti pubblici devono < prendere >  coscienza  della importanza del settore  	prendere coscienza	1	
. Mandate a cuocere in forno caldo; come < prendono >  colore  dorato, i pazientini son già cotti 	prendere colore	0	
al mondo bambini di cui non è in grado di < prendersi >  cura  ? Ho visto cicatrici psicologiche  	prendere cura	1	
società ammesse al consolidato nazionale, < prende >  atto  che la disposizione in esame, mirando 	prendere atto	1	
doveva provvedere la famiglia del paziente. < Preso >  atto  che la notizia diffusa dal telegiornale 	prendere atto	1	
regolarità. Con grande rammarico si deve quindi < prendere >  atto  (e ci si interroga sulle ragioni)  	prendere atto	1	
 che si interessano di giovani, c ´ è da < prendere >  coraggio  , perché alla domanda: " Chi si 	prendere coraggio	1	
 una breve e tragica estate Yuko, che si < prende >  cura  del marito semiparalizzato e muto, 	prendere cura	1	
risoluzione in cui si invita la Commissione a < prendere >  disposizioni  per agevolare la commercializzazione 	prendere disposizioni	1	
 demone che può essere distrutto solo se < prende >  fuoco  . Vai a comprare 2 euro di benzina 	prendere fuoco	1	
 più di cinquanta gli studenti che hanno < preso >  parte  a esperienze in paesi come Costa  	prendere parte	1	
fa un passo avanti: i banchieri del G 10 < prendono >  atto  che l' agognata ripresa slitta, intanto 	prendere atto	1	
polverizzata ". LA CRISI SI COMPLICA - Scalfaro < prende >  tempo  . MARINI insiste: " Prodi é ancora 	prendere tempo	1	
vincitori assoluti dovranno obbligatoriamente < prender >  parte  , eseguendo il programma scelto dalla 	prendere parte	1	
la Chiesa cattolica dell ´ isola, che ha < preso >  posizione  per uno dei due rivali, è anch 	prendere posizione	1	
frecce tricolori è inguardabile. Ne abbiamo < preso >  atto  e abbiamo scelto di affrontare l'  	prendere atto	1	
rappresentanti delle imprese attesti: di avere < preso >  visione  del capitolato speciale d' appalto 	prendere visione	1	
d' aria di una bici, ma dopo 5 min stava < prendendo >  fuoco  , e ci ho rinunciato subito, son  	prendere fuoco	0	
che era tale da impegnare i tedeschi a non < prendere >  iniziative  prima di una consultazione con 	prendere iniziative	0	
 lo scioglimento nel caso in cui l' uomo < prendesse >  ordini  monastici, anche senza il consenso 	prendere ordini	1	
Non le fanno mai. L' ispettorato potrebbe < prendere >  provvedimenti  disciplinari, gli impiegati 	prendere provvedimenti	0	
consiglieri comunali devono astenersi dal < prendere >  parte  alle deliberazioni ed allontanarsi 	prendere parte	1	
Chiodo, si è tenuta l' asta alla quale hanno < preso >  parte  i genitori delle Scuole e dei Nidi 	prendere parte	1	
lontananza che l' " altro " si fa avanti < prendendosi >  cura  di Annie e dei suoi figli. Così quando 	prendere cura	1	
al centro del tuo corpo dove, pian piano, < prende >  forma  una sfera sottile e trasparente.  	prendere forma	1	
Petty - Jeff Lynne Carlo finì le scuole e < prese >  coraggio  / andò a Milano e si fece un tatuaggio 	prendere coraggio	1	
commissione Impegno Per la riflessione  Avete mai < preso >  contatti  con ex-studenti della vostra scuola 	prendere contatti	1	
apicali. In merito ai direttori regionali, < preso >  atto  delle prerogative legislative, la  	prendere atto	1	
ritenerci meritevoli di amore e invece dover < prendere >  atto  che l' amore, a noi, non è concesso 	prendere atto	1	
referendum abrogativo non è il mezzo adatto per < prendere >  decisioni  in tema di procreazione assistita 	prendere decisioni	1	
simile - sono caduti nella trappola, e hanno < preso >  parte  alla commissione del Taormina. Ovviamente 	prendere parte	1	
passioni possibili. Amo la musica metal, < prendo >  lezioni  di canto (un giorno formerò un  	prendere lezioni	0	
Associazione Unione e Benevolenza, hanno < preso >  parte  , oltre al Console Generale e al  	prendere parte	1	
rassegnati, sennò non saremmo qua. Occorre anche < prendere >  atto  che una parte della sinistra, da Rifondazione 	prendere atto	1	
 che è stata fondata il 21 marzo scorso. < Prendo >  atto  della Sua non piccola malevolenza  	prendere atto	1	
caratteristica di uno sguardo distaccato, che < prende >  atto  che la dimenticanza non significa  	prendere atto	1	
Lessico del Nuovo Testamento del Kittel. Non < prende >  posizione  . Lascia in fondo sospesi su  	prendere posizione	1	
 Amministrazione Comunale avrebbe dovuto < prendere >  provvedimenti  ?. Soffermandosi sulla situazione 	prendere provvedimenti	0	
ci sono dei neuroni che a mano a mano si < prendono >  carico  del linguaggio. Questo indica che 	prendere carico	1	
ciao sono debora da poco ho cominciato a < prendere >  lezioni  di djembe e infatti non sono molto 	prendere lezioni	1	
? Quanti ne devi aspettare perché sappia < prendere >  decisioni  da uomo e imporsi con fierezza 	prendere decisioni	1	
non vi è un vero direttivo nazionale che < prende >  posizioni  e fa scelte. il peso di berlusconi 	prendere posizioni	1	
delle politiche sociali. Signor Presidente, < preso >  atto  delle dichiarazioni dell' interrogante 	prendere atto	1	
primo dei percorsi (Progettista Blended) < prendera' >  avvio  il 5 Maggio. I programmi didattici 	prendere avvio	0	
con due Tedeschi Occidentali che avevano < preso >  parte  all' addestramento e che in questo 	prendere parte	1	
Collega Corsinovi. Consigliere Corsinovi < Prendo >  atto  della risposta dell' Assessore Ciampolini 	prendere atto	1	
Soldi, ... li vedo disegnare, la striscia < prende >  vita  ... Incontri: Sabato al Romics. Ore 	prendere vita	1	
 di Flotta che il proprio gruppo intende < prendere >  parte  alla competizione a partire dalla 	prendere parte	1	
(un demone di fuoco) il quale, dopo aver < preso >  possesso  del corpo di uno dei presenti, 	prendere possesso	0	
nel 1982. Teatro Con il Gruppo della Rocca < prende >  parte  allo spettacolo " L' azzurro non  	prendere parte	1	
un foro al muro dal quale la stufa possa < prendere >  aria  e quindi non spegnersi ma non sò quali 	prendere aria	1	
giudiziario B 2. In data 3 marzo 2003 ha < preso >  possesso  il nuovo dirigente della medesima 	prendere possesso	0	
partecipa all' edizione 1995 di Arezzo Wave. < Prende >  parte  due volte al festival di Sanremo. 	prendere parte	1	
Genre. Sul referendum sulla procreazione ha < preso >  posizione  ufficialmente il Consiglio della 	prendere posizione	1	
angelo "? La tua mente vaga, spesso prima di < prendere >  sonno  , dal colore dei suoi capelli alla 	prendere sonno	1	
